"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","RS_VotedGE17","RS_VoteChoice17","RS_VotedGE19","RS_VoteChoice19","RS_EUReferendumChoice16","RS_RichPeopleGetAwayWithIt","RS_RespectUKValues","RS_ProtectWorkingConditionsWages","RS_BusinessOverregulated","RS_NationalisePublicServicesIndustries","RS_TolerateUnconventional","RS_TougherSentences","RS_RedistributeIncome","RS_FewerImmigrants","RS_AbolishMonarchy","ID","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion","politics"
2,2,3,2,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,1,0,0,0,NA,1,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.5103810557004,"E12000006 (East of England)",23,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L11.1: Lower technical craft occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Delayed retirement",NA,NA,"Voted","The Brexit Party","Leave",0,1,-1,-1,1,0,0,1,0,0,1834,0.666666666666667,0.375,0.472222222222222,0,-0.166666666666667,0,0.416666666666667,0,0.0666666666666667,0.3,0.5,0,0,1,23,1,0,0.05
2,2,3,3,3,3,0,0,0,0,1,0,-1,0,-1,0,1,1,1,1,1,1,0,1,-1,1,1,1,0.5,1,0.5,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,-1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.654480999515159,"E12000006 (East of England)",53,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is mainly caused by natural processes","Detached retirement living",NA,NA,"Voted","Conservatives","Leave",2,2,-1,-1,2,-1,2,2,1,2,1835,0.666666666666667,0.75,0.722222222222222,0,0,-0.333333333333333,0.75,0.6,0.0666666666666667,0.6,0.5,-0.166666666666667,0,1,53,1,1,0.5
3,2,2,2,2,2,0,0,0,1,-1,0,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,3,0,1,0,0,-1,0,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.53038065930832,"E12000007 (London)",32,"Male","White British","Religious (practising)","English is only language","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Delayed retirement",NA,NA,"Voted","Conservatives","Remain",2,-1,-1,0,1,-1,0,2,-2,2,1836,0.833333333333333,0.5,0.611111111111111,0.25,0,-0.333333333333333,0.916666666666667,1,0.466666666666667,0.4,0.166666666666667,-0.166666666666667,0,1,32,2,2,0.1
2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.426302996366361,"E12000008 (SE England)",69,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Communal retirement",NA,NA,"Voted","Conservatives","Remain",0,0,-2,0,1,-1,0,1,-1,2,1837,0.666666666666667,0.375,0.472222222222222,0,0,0,0.0833333333333333,0.2,0,0.1,0,0,0,1,69,1,1,0
2,1,3,3,4,1,0,0,0,0,2,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0.5,1,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,1,1,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.0708452729694192,"E12000008 (SE England)",65,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Fairly closely","It is mainly caused by human activity","Delayed retirement",NA,NA,"Voted","Conservatives","Remain",-1,-1,-1,1,0,-1,1,0,-2,-1,1838,0.5,0.6875,0.625,0,0.5,0.333333333333333,0.666666666666667,0.4,0.0666666666666667,0.4,0.5,0.166666666666667,0,1,65,2,0,-0.25
3,2,4,4,4,4,0,0,0,1,1,1,0,0,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4,-1,2,2,2,0,0,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.424976301983495,"E12000008 (SE England)",70,"Female","Any other White background","Religious (practising)","English is a second language (at most)","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is entirely caused by human activity","Inner city ethnic mix",NA,NA,"Voted","Labour","Remain",-1,1,-2,0,-2,-1,1,0,1,0,1839,0.833333333333333,1,0.944444444444445,0.25,0.333333333333333,0.333333333333333,0.666666666666667,0.8,0.0666666666666667,0.8,1,0,0,1,70,2,2,-0.15
2,1,2,2,2,0,0,0,0,0,0,1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1,1,1,0.5,0.5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,1,1,1,1,1,1,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.451002306863799,"E12000008 (SE England)",52,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Private renting new arrivals",NA,NA,"Voted","Conservatives","Leave",2,0,-1,0,-2,0,1,-1,1,2,1840,0.5,0.375,0.416666666666667,0,0,-0.666666666666667,0.75,0,0.266666666666667,0.4,0.5,0.5,0,1,52,2,0,0.1
3,2,3,3,4,2,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,2,2,1,1,1,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.882805982322154,"E12000009 (SW England)",39,"Male","White British","Religious (not actively practising)","English is main language but not the only one","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","Students and professionals",NA,NA,"Voted","Liberal Democrats","Remain",-2,0,-2,-1,-1,-2,1,-1,-2,0,1841,0.833333333333333,0.75,0.777777777777778,0.25,0.5,0,0.916666666666667,0.4,0.133333333333333,0.2,1,0.5,0,1,39,2,1,-0.5
3,3,4,4,4,4,0,0,0,0,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,5,5,-1,2,2,1,0,0,0,0,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.930753254812734,"E12000009 (SW England)",34,"Male","White British","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L3.2: Higher professional occupations -  ‘New’ employees","Yes","Yes","Yes","Very closely","It is mainly caused by human activity","Older workers and retirement",NA,NA,"Voted","Labour","Did not vote",-1,0,-2,-2,-2,1,-1,1,1,2,1842,1,1,1,0,1,0,1,0.8,0.2,1,0.833333333333333,0,1,1,34,2,2,-0.15
2,1,3,2,3,1,0,0,0,1,0,2,1,1,-1,0,1,1,1,1,1,1,-1,1,-1,0,-1,1,1,1,0.5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,0,0,0,-2,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.558220882577432,"E12000009 (SW England)",31,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L3.2: Higher professional occupations -  ‘New’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Semi-detached ageing",NA,NA,"Voted","Liberal Democrats","Remain",-2,1,-2,-2,-1,-1,2,0,-1,1,1843,0.5,0.5625,0.541666666666667,0.25,0.5,0,0.416666666666667,0.6,0.133333333333333,0.2,0.5,0,0,1,31,2,0,-0.25
3,2,3,3,3,2,0,0,0,1,0,0,-1,0,0,0,1,1,1,0,1,0,-1,1,0,0,-1,-1,-0.5,-0.5,0.5,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.555719305037798,"E12000001 (NE England)",46,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L8.1: Employers in small establishments in industry, commerce, services etc.","Yes","Yes","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Conservatives","Remain",1,1,-1,-1,1,0,1,1,1,1,1844,0.833333333333333,0.6875,0.736111111111111,0.25,-0.166666666666667,0,0.166666666666667,0.4,0.0666666666666667,0.1,0,0,1,1,46,2,1,0.25
2,1,3,2,3,4,0,0,0,1,-1,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,1,1,1,0.5,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,1,1,1,1,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",2.32746140603141,"E12000001 (NE England)",46,"Female","White British","Religious (not actively practising)","English is main language but not the only one","Non-degree level qualifications","L4.3: Lower professional and higher technical occupations - ‘Traditional’ self-employed","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Conservatives","Remain",-1,1,-1,2,0,-1,2,1,1,2,1845,0.5,0.75,0.666666666666667,0.25,-0.166666666666667,0,0.416666666666667,0.2,0.0666666666666667,0.4,0.5,0.5,1,1,46,1,1,0.3
2,1,2,2,2,1,0,0,0,1,0,1,0,0,0,0,1,1,-1,1,1,1,-1,1,0,0,1,0,NA,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,NA,0,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.927556805442996,"E12000002 (NW England)",29,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","No","Yes","Yes","Fairly closely","It is entirely caused by human activity","White suburban communities",NA,NA,"Voted","Labour","Remain",1,-1,-1,0,-2,-1,0,0,-1,1,1846,0.5,0.4375,0.458333333333333,0.25,0.166666666666667,0,0.416666666666667,0,0.0666666666666667,0,0.166666666666667,0,0,1,29,2,0,-0.2
2,1,3,3,4,2,0,0,0,1,1,-1,1,0,0,0,1,1,1,1,1,1,-1,1,0,1,1,0,0,-0.5,0.5,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,3,-1,1,0,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.600382274681313,"E12000002 (NW England)",32,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.3: Lower professional and higher technical occupations - ‘Traditional’ self-employed","Yes","Yes","Yes","Not very closely","It is mainly caused by natural processes","Detached retirement living",NA,NA,"Voted","Labour","Remain",-1,0,-2,-1,-1,-2,1,1,-2,2,1847,0.5,0.75,0.666666666666667,0.25,0.166666666666667,0,0.666666666666667,0.8,0.4,0.4,0.166666666666667,0,0,1,32,2,0,-0.25
2,1,2,1,2,2,0,0,0,1,1,0,0,1,1,0,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.322213610007151,"E12000002 (NW England)",57,"Female","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L7.1: Intermediate clerical and administrative occupations","Yes","No","Yes","Not very closely","It is mainly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Labour","Remain",-1,-1,-2,0,-1,-2,1,-1,-2,0,1848,0.5,0.4375,0.458333333333333,0.25,0.166666666666667,0.666666666666667,0.416666666666667,0.4,0,0.2,0.5,0.166666666666667,0,1,57,2,0,-0.45
3,1,4,4,4,3,0,0,0,1,1,1,-2,0,0,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0.5,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,2,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.868472683395118,"E12000002 (NW England)",35,"Female","Pakistani","Religious (practising)","English is only language","Degree level qualification(s)","L3.3: Higher professional occupations -  ‘Traditional’ self-employed","Yes","No","Yes","Not very closely","It is entirely caused by human activity","Multi-ethnic suburbia",NA,NA,"Voted","Labour","Remain",-2,-2,0,2,2,1,2,2,-2,0,1849,0.666666666666667,0.9375,0.847222222222222,0.25,0,-0.333333333333333,0.75,0.8,0,0.4,0.833333333333333,0,0,1,35,2,2,0.15
3,2,4,4,4,3,0,0,0,1,1,2,1,1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,0.5,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,2,2,2,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.427381783719869,"E12000002 (NW England)",49,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L3.2: Higher professional occupations -  ‘New’ employees","Yes","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Detached retirement living",NA,NA,"Voted","Conservatives","Remain",1,1,-1,1,1,0,1,-1,0,0,1850,0.833333333333333,0.9375,0.902777777777778,0.25,0.666666666666667,0.333333333333333,0.666666666666667,0.4,0.533333333333333,0,1,0,1,1,49,1,0,0.15
3,2,4,4,4,0,0,0,0,0,1,1,1,0,0,1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.528397671462769,"E12000003 (Yorkshire & Humberside)",43,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L3.2: Higher professional occupations -  ‘New’ employees","Yes","Yes","Yes","Very closely","It is entirely caused by human activity","Families in terraces and flats",NA,NA,"Voted","Labour","Remain",-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,1851,0.833333333333333,0.75,0.777777777777778,0,0.5,0.333333333333333,0.583333333333333,0,0.133333333333333,0.6,0.5,0,0,1,43,2,0,-0.9
1,1,2,3,3,2,1,1,1,1,0,0,0,0,0,0,1,1,0,-1,0,0,0,-1,1,1,0,0,0,0.5,0.5,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,3,3,2,1,0,0,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.571816772194535,"E12000004 (East Midlands)",48,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L8.1: Employers in small establishments in industry, commerce, services etc.","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Detached retirement living",NA,NA,"Did not vote","Did not vote","Leave",-2,2,-1,2,-1,0,2,0,2,-2,1852,0.333333333333333,0.625,0.527777777777778,1,0,0,0.166666666666667,0.6,0.466666666666667,0.6,0.166666666666667,0,0,1,48,1,1,0.1
3,1,3,4,3,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,1,1,1,0,1,-1,1,0,0,0,0.5,0.5,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-2,1,0,1,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.797451460186645,"E12000005 (West Midlands)",58,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","Yes","Yes","Not very closely","It is mainly caused by human activity","White suburban communities",NA,NA,"Voted","Conservatives","Leave",1,1,-2,-1,2,-2,2,2,0,2,1853,0.666666666666667,0.625,0.638888888888889,0,0,0,0.583333333333333,0.2,0.0666666666666667,0.1,0.333333333333333,0,1,1,58,1,1,0.25
3,2,4,3,4,2,0,0,0,1,0,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.5,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1,0,2,0,2,0,1,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.704414313030818,"E12000006 (East of England)",45,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","Yes","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic professionals with families",NA,NA,"Voted","Conservatives","Leave",-2,0,-2,-1,0,-2,1,-2,1,1,1854,0.833333333333333,0.8125,0.819444444444445,0.25,0,-0.666666666666667,0.833333333333333,0.8,0.266666666666667,0.4,0.666666666666667,0.166666666666667,0,1,45,2,0,-0.3
3,2,3,3,3,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,-1,-1,0,0.5,0.5,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,4,0,1,1,2,1,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.563931114652339,"E12000006 (East of England)",71,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Fairly closely","It is mainly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Liberal Democrats","Remain",0,0,-1,0,1,-1,-1,-1,-1,2,1855,0.833333333333333,0.6875,0.736111111111111,0.25,0,0,0.416666666666667,0.6,0.2,0.8,0.666666666666667,0.166666666666667,0,1,71,2,2,-0.1
1,1,2,1,2,0,0,0,0,0,-1,0,-1,1,0,-1,0,1,0,-1,-1,0,0,-1,1,0,1,0,0,0.5,0.5,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,NA,1,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.151416598035153,"E12000006 (East of England)",60,"Female","Indian","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L12.6: Semi-routine clerical occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Indian tech achievers",NA,NA,"Voted","Liberal Democrats","Remain",-2,1,0,0,0,1,2,1,2,0,1856,0.333333333333333,0.3125,0.319444444444444,0,-0.333333333333333,0,0,0.4,0.2,0.2,0.333333333333333,0,1,1,60,2,2,0.25
3,3,4,4,4,4,0,0,0,0,-1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,5,5,-1,2,2,2,0,0,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.523297740683279,"E12000006 (East of England)",39,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","Yes","Yes","Not very closely","It is entirely caused by human activity","Families in terraces and flats",NA,NA,"Voted","Liberal Democrats","Remain",-1,-1,-2,0,-2,-1,0,-2,-1,1,1857,1,1,1,0,0.333333333333333,0,1,1,0.266666666666667,1,1,0,0,1,39,2,0,-0.45
2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,NA,0.5,0.5,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,NA,0,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.388210696593784,"E12000006 (East of England)",54,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L7.3: Intermediate technical and auxiliary occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Industrious transitions",NA,NA,"Voted","Liberal Democrats","Remain",-1,1,-2,0,-1,-2,1,-2,-1,0,1858,0.5,0.4375,0.458333333333333,0,0,0,0.333333333333333,0,0.2,0.2,0.5,0.333333333333333,1,1,54,1,0,-0.35
2,1,3,4,4,0,0,0,0,0,0,-2,-2,-1,-1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,0,0,1,NA,NA,0,0,NA,"No","No, I would not get vaccinated","Online s/cquestionnaire",1.29018139522084,"E12000007 (London)",21,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L15: Full-time students","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Inner city ethnic mix",NA,NA,"Voted","Liberal Democrats","Did not vote",-2,-1,-2,-2,-1,-1,1,-1,-2,2,1859,0.5,0.6875,0.625,0,-0.666666666666667,-0.666666666666667,0.666666666666667,0,0.133333333333333,0.2,0.166666666666667,NA,0,0,21,2,0,-0.45
3,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.12041211584567,"E12000007 (London)",71,"Male","White British","Religious (not actively practising)","English is main language but not the only one","Degree level qualification(s)","L1: Employers in large establishments","Yes","Yes","Yes","Very closely","It is mainly caused by human activity","Highly-qualified quaternary workers",NA,NA,"Voted","Conservatives","Leave",2,0,-1,1,2,-1,1,2,0,2,1860,0.666666666666667,0.4375,0.513888888888889,0,0.166666666666667,0,0.75,0,0,0.2,0.5,0,0,1,71,2,1,0.4
3,2,4,4,4,3,0,0,0,0,1,0,2,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,1,1,1,0,0,0,NA,-1,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.827194016675153,"E12000008 (SE England)",18,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L15: Full-time students","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","Ageing in suburbia",NA,NA,"Voted","Liberal Democrats","Did not vote",-2,-1,-2,0,-1,-1,0,-1,-2,0,1861,0.833333333333333,0.9375,0.902777777777778,0,0.5,-0.333333333333333,1,0.4,0.133333333333333,0.6,0.5,0,0,1,18,1,0,-0.5
2,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,-1,1,1,1,1,0,0.5,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-1,1,0,0,1,0,0,1,NA,"Yes, confirmed by a positive test","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.820099365596523,"E12000008 (SE England)",28,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L7.2: Intermediate sales and service occupations","Yes","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic professionals with families",NA,NA,"Voted","Conservatives","Remain",-1,1,-2,-1,-1,-1,2,-1,1,2,1862,0.5,0.4375,0.458333333333333,0,0.166666666666667,0,0.583333333333333,0.4,0.133333333333333,0,0.166666666666667,0.166666666666667,1,1,28,2,0,-0.05
1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,1,1,0,1,1,1,1,-1,0.5,0.5,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-1,1,1,1,0,0,0,NA,1,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.554478459231003,"E12000008 (SE England)",28,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L7.2: Intermediate sales and service occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic professionals with families",NA,NA,"Voted","Labour","Remain",0,0,0,0,-1,0,2,0,0,2,1863,0.333333333333333,0.3125,0.319444444444444,0,0.166666666666667,0,0.583333333333333,0.2,0.133333333333333,0,0.5,0,1,1,28,2,0,0.15
